Category,Product Name,Customer Review
Mother and Baby,"Mamaway Korset Pelangsing Pasca Melahirkan Nano Bamboo - Abu-abu,M","good product, right size, original"
Mother and Baby,"Mamaway Korset Pelangsing Pasca Melahirkan Nano Bamboo - Abu-abu,M","Good quality goods, at a price that is worth the money... the material is soft and not itchy, my wife said."
Mother and Baby,"Mamaway Korset Pelangsing Pasca Melahirkan Nano Bamboo - Abu-abu,M",the most stable corset. not itchy and covers the stomach completely. It doesn't come off when sitting either
Mother and Baby,"Mamaway Korset Pelangsing Pasca Melahirkan Nano Bamboo - Abu-abu,M",fast response and goods arrived quickly. Thank You.
Mother and Baby,"Mamaway Korset Pelangsing Pasca Melahirkan Nano Bamboo - Abu-abu,M",nice comfortable. This is a size down from the L I bought recently. The size L is what my mother wears. he said it was comfortable too. thanks mamaway :)
Mother and Baby,"Mamaway Korset Pelangsing Pasca Melahirkan Nano Bamboo - Abu-abu,M","comfortable to use, helps shrink the stomach after giving birth"
Mother and Baby,"Mamaway Korset Pelangsing Pasca Melahirkan Nano Bamboo - Abu-abu,M",This is really good to use after a cesarean. It's comfortable to use when sitting and doesn't hurt. the main recommendation.
Mother and Baby,"Mamaway Korset Pelangsing Pasca Melahirkan Nano Bamboo - Abu-abu,M",according to expectations..??
Mother and Baby,Minyak Telon My baby 150 150ml,"the packaging was super neat and safe until the house, thank you seller, the business is running smoothly"
Mother and Baby,Minyak Telon My baby 150 150ml,helps...??????Doesn't trigger allergies. Using natural ingredients. Safe for babies??. No preservatives.
Mother and Baby,Minyak Telon My baby 150 150ml,packing is very safe. always satisfied thx successful seller
Mother and Baby,Minyak Telon My baby 150 150ml,"Very fast delivery, seller response is also good, packaging is very good, thank you seller"
Mother and Baby,Minyak Telon My baby 150 150ml,Thank you for the good and fast service. Enjoy shopping here. Good luck always for Tokopedia
Mother and Baby,Minyak Telon My baby 150 150ml,Satisfied with spending here. Will buy again tomorrow. Peking is also good. Free cardboard and bubble inside. Thank you
Mother and Baby,Minyak Telon My baby 150 150ml,appropriate item and fast delivery
Mother and Baby,Mama's Choice Baby Calming Tummy Oil 55 ml,"good, safe packing, fast delivery"
Mother and Baby,Mama's Choice Baby Calming Tummy Oil 55 ml,faster better cheaper
Mother and Baby,Mama's Choice Baby Calming Tummy Oil 55 ml,the package arrived safely. hope it fits.
Mother and Baby,Transpulmin Baby Balsam - 20gr,Using natural ingredients. Moisturizes baby's skin. Safe for baby's skin. Doesn't trigger allergies. The seller is very friendly.
Mother and Baby,Transpulmin Baby Balsam - 20gr,"thank you, as ordered, packaging is also fast..."
Mother and Baby,Transpulmin Baby Balsam - 20gr,Using natural ingredients. Safe for baby's skin. Not sticky. Doesn't trigger allergies. Moisturizes baby's skin. No preservatives. Neat packaging. Safe packaging??. The seller's response is top. Fast order process. The seller is very friendly
Mother and Baby,Transpulmin Baby Balsam - 20gr,Using natural ingredients. Moisturizes baby's skin. No preservatives. Safe for baby's skin. Not sticky. Doesn't trigger allergies. Fast order process. The seller is very friendly. The seller's response is top. Safe packaging??. Neat packaging.
Mother and Baby,Transpulmin Baby Balsam - 20gr,Using natural ingredients. Doesn't trigger allergies. No preservatives.
Mother and Baby,Transpulmin Baby Balsam - 20gr,as described. Safe for baby's skin. Moisturizes baby's skin. Doesn't trigger allergies. Not sticky.
Mother and Baby,Transpulmin Baby Balsam - 20gr,"ORI item, really good. I've always used this since my baby was born. only the delivery took a long time. Safe for baby's skin. Using natural ingredients. Not sticky. Moisturizes baby's skin. Doesn't trigger allergies. Safe packaging??."
Mother and Baby,Paket 2 - Nutrilon Royal 3 Susu Pertumbuhan 1-3 Thn Vanila 800gr,"super safe and neat packaging. per can, per 1 cardboard box covered with thick bubble wrap on the can, then 1 cardboard box. At first I was doubtful whether it was safe to order milk using the regular delivery service, because I usually use instant, and it turned out, thank God, it wasn't dented at all, ordering 2 cans. always successful seller."
Mother and Baby,Paket 2 - Nutrilon Royal 3 Susu Pertumbuhan 1-3 Thn Vanila 800gr,"Arrived very well and the expiry date is still long, packaged very well, each milk was given a babel warp and put in a box, then put in another box and put it together again (all ok) Thank you."
Mother and Baby,Paket 2 - Nutrilon Royal 3 Susu Pertumbuhan 1-3 Thn Vanila 800gr,fast delivery and packing also neat
Mother and Baby,Paket 2 - Nutrilon Royal 3 Susu Pertumbuhan 1-3 Thn Vanila 800gr,"Original product, cheap price, good packing and fast delivery."
Mother and Baby,Mama's Choice Active-wear Maternity Legging - Legging Hamil Mama's Cho - Hitam + pengait,Very comfortable to wear. Good material quality. Still able to move optimally.
Mother and Baby,Mama's Choice Active-wear Maternity Legging - Legging Hamil Mama's Cho - Hitam + pengait,Thick material and comfortable to wear
Mother and Baby,Mama's Choice Active-wear Maternity Legging - Legging Hamil Mama's Cho - Hitam + pengait,"The fabric is soft and stretchy. There is a hook that can be pulled so that if the pants are too big, they can still be adjusted to your current stomach size. This is an all size and fits perfectly. The material is also thick, so it doesn't feel flimsy when worn."
Mother and Baby,Mama's Choice Active-wear Maternity Legging - Legging Hamil Mama's Cho - Hitam + pengait,"Very comfortable to wear, still able to move optimally, good quality material, not thin leggings. Awesome"
Mother and Baby,Mama's Choice Active-wear Maternity Legging - Legging Hamil Mama's Cho - Hitam + pengait,the material is nice and comfortable
Mother and Baby,Mama's Choice Active-wear Maternity Legging - Legging Hamil Mama's Cho - Hitam + pengait,the material is good. Cool
Mother and Baby,Mama's Choice Active-wear Maternity Legging - Legging Hamil Mama's Cho - Hitam + pengait,"Very comfortable to wear, good quality material ???????"
Mother and Baby,Mama's Choice Active-wear Maternity Legging - Legging Hamil Mama's Cho - Hitam + pengait,Very comfortable to wear. Still able to move optimally. Good quality material
Mother and Baby,"CUIT Setelan Pendek Celana Pendek BLOCK COLOR - Merah, 12","Love the material, the model, the price is affordable."
Mother and Baby,"CUIT Setelan Pendek Celana Pendek BLOCK COLOR - Merah, 13","as ordered, soft material, looks cool..."
Mother and Baby,"CUIT Setelan Pendek Celana Pendek BLOCK COLOR - Merah, 14","thank you seller, the material is cool, suitable for children. I deliberately took a bigger size so that it lasts a long time"
Mother and Baby,"CUIT Setelan Pendek Celana Pendek BLOCK COLOR - Merah, 15",good item and fast delivery
Mother and Baby,"CUIT Setelan Pendek Celana Pendek BLOCK COLOR - Merah, 16",cool comfortable material... hepi price is worth it and can get a discount
Mother and Baby,"CUIT Setelan Pendek Celana Pendek BLOCK COLOR - Merah, 18",nice soft
Mother and Baby,"CUIT Setelan Pendek Celana Pendek BLOCK COLOR - Merah, 19","the clothes are good, the material is cool, really good"
Mother and Baby,Pediasure Vanila 1800g (1-10 tahun) Susu Formula Pertumbuhan - 2 Pack,"Always satisfied when buying here, fast and well packaged and get a gift too"
Mother and Baby,Pediasure Vanila 1800g (1-10 tahun) Susu Formula Pertumbuhan - 2 Pack,satisfying as usual.. thank God I got the prize.
Mother and Baby,Pediasure Vanila 1800g (1-10 tahun) Susu Formula Pertumbuhan - 2 Pack,"Fast delivery, very safe packaging. Directly given to VIP members. thanks abbot. If possible, the prices at branch stores are the same as those at the center."
Mother and Baby,Pediasure Vanila 1800g (1-10 tahun) Susu Formula Pertumbuhan - 2 Pack,"Love the product, Abbott Indonesia, good packaging"
Mother and Baby,Pediasure Vanila 1800g (1-10 tahun) Susu Formula Pertumbuhan - 2 Pack,"neat item, processed quickly.."
Mother and Baby,Pediasure Vanila 1800g (1-10 tahun) Susu Formula Pertumbuhan - 2 Pack,"The product is definitely good because it is original. The delivery is also great, today the order can arrive soon. thanks"
Mother and Baby,Pediasure Vanila 1800g (1-10 tahun) Susu Formula Pertumbuhan - 2 Pack,neat and safe packing until destination. you can get prizes too
Mother and Baby,Pediasure Vanila 1800g (1-10 tahun) Susu Formula Pertumbuhan - 2 Pack,"This is the second time I've bought here, always satisfied? Packing is neat, delivery is fast too, seller responds quickly, it's true that you don't get anything free, doesn't it matter what's important is that the price is cheaper than other places????"
Mother and Baby,"merries S , M , L , XL - L30","Good packaging, good response from seller, friendly price, fast delivery, satisfied shopping here"
Mother and Baby,"merries S , M , L , XL - L31",item as ordered. fast delivery. good packaging.....thank you...
Mother and Baby,"merries S , M , L , XL - L32",The size is just right. Absorbs quickly. Doesn't cause blisters.
Mother and Baby,"merries S , M , L , XL - L33",packaging is neat....delivery is also quite fast....
Mother and Baby,"merries S , M , L , XL - L34",Delivery is quite fast...I like it...????Isn't the size wrong either...??
Mother and Baby,"merries S , M , L , XL - L35",very satisfying and arrived quickly
Mother and Baby,"merries S , M , L , XL - L36",Products as ordered
Mother and Baby,"MOOIMOM Casual Hipseat Carrier Gendongan Bayi - 3 - 36 Bulan, Abu-abu",The material is comfortable ??. Comfortable on the back. The load is spread evenly. Ergonomic design. Easy to use. The seller is very friendly. The material is flexible.
Mother and Baby,"MOOIMOM Casual Hipseat Carrier Gendongan Bayi - 3 - 36 Bulan, Abu-abu",The material is comfortable ??. Comfortable on the back. Comfortable on the back. Ergonomic design. Ergonomic design. The load is spread evenly. The load is spread evenly. Easy to use. Easy to use. The material is flexible. The seller is very friendly. Fast order process. Fast order process. Safe packaging??. Neat packaging. Neat packaging. The seller's response is top.
Mother and Baby,"MOOIMOM Casual Hipseat Carrier Gendongan Bayi - 3 - 36 Bulan, Abu-abu",Is the material comfortable?? Comfortable on the back Safe packaging?? Easy to use Neat packaging. Flexible material. Very friendly seller. Ergonomic design. Fast order process
Mother and Baby,"MOOIMOM Casual Hipseat Carrier Gendongan Bayi - 3 - 36 Bulan, Abu-abu","Very good and comfortable for babies, really worth the price ????The material is comfortable ??. Ergonomic design. Comfortable on the back. Easy to use. The load is spread evenly. The material is flexible. Fast order process. The seller is very friendly. Safe packaging??. Neat packaging. The seller's response is top."
Mother and Baby,"MOOIMOM Casual Hipseat Carrier Gendongan Bayi - 3 - 36 Bulan, Abu-abu",Comfortable on the back. The seller is very friendly
Mother and Baby,"MOOIMOM Casual Hipseat Carrier Gendongan Bayi - 3 - 36 Bulan, Abu-abu",The material is comfortable ??. Comfortable on the back. Easy to use.
Mother and Baby,"MOOIMOM Casual Hipseat Carrier Gendongan Bayi - 3 - 36 Bulan, Abu-abu",Easy to use. Comfortable on the back.
Mother and Baby,"MOOIMOM Casual Hipseat Carrier Gendongan Bayi - 3 - 36 Bulan, Abu-abu",The material is comfortable ??. The load is spread evenly. The material is flexible. Easy to use. Ergonomic design. Comfortable on the back.
Mother and Baby,MOOIMOM Breathable Hipseat Carrier Gendongan Bayi - Navy Blue,According to order. The model is nice and comfortable. Fast and safe
Mother and Baby,MOOIMOM Breathable Hipseat Carrier Gendongan Bayi - Navy Blue,the goods have been received in good condition. safe packing. Thanks
Mother and Baby,MOOIMOM Breathable Hipseat Carrier Gendongan Bayi - Navy Blue,The material is comfortable ??. Comfortable on the back. Ergonomic design. The load is spread evenly. Fast order process
Mother and Baby,MOOIMOM Breathable Hipseat Carrier Gendongan Bayi - Navy Blue,nice and fast
Mother and Baby,MOOIMOM Breathable Hipseat Carrier Gendongan Bayi - Navy Blue,The material is comfortable ??. Comfortable on the back. Easy to use. Ergonomic design. The load is spread evenly
Mother and Baby,MOOIMOM Breathable Hipseat Carrier Gendongan Bayi - Navy Blue,Is the item great??????
Mother and Baby,MOOIMOM Breathable Hipseat Carrier Gendongan Bayi - Navy Blue,Is the material comfortable?? The seller is very friendly. Comfortable on the back. Safe packaging??
Camera,Ring Light 26cm + Tripod 2m - Lampu Makeup - Lampu Selfie - Lampu Vlog - Ringlight 26cm,"�?The product matches the description and is normal, no minuses �?wow, beyond expectations �?All features work well. �?Safe packing �?Affordable price �?Seller is a bit slow to respond??"
Camera,Ring Light 26cm + Tripod 2m - Lampu Makeup - Lampu Selfie - Lampu Vlog - Ringlight 26cm,"Product according to description. All features work well. At first I was afraid because most of the reviews were about dents, but it arrived safely, guys, I checked it out with bubble wrap and it arrived safely, the item is also good, quite sturdy, the price is cheap, the lights are also bright. thanks seller, really happy"
Camera,Ring Light 26cm + Tripod 2m - Lampu Makeup - Lampu Selfie - Lampu Vlog - Ringlight 26cm,"All features work well. Unfortunately, there are several parts of the tripod that are dented and part of the ringlight glass that is cracked. maybe when it's delivered. but overall, the tool works well??"
Camera,"Kain background green screen hijau stabilo 1,6mx3m kain green screen - Hijau",Product according to description. All features work well. the size is appropriate. the material is good. wow beyond expectations.
Camera,"Kain background green screen hijau stabilo 1,6mx3m kain green screen - Hijau","friendly & responsive seller, order + payment sent immediately, delivery arrived in 1 day, good fabric, green screen works very well, thank you"
Camera,"Kain background green screen hijau stabilo 1,6mx3m kain green screen - Hijau","The green screen cloth came as described, even though the cloth is a bit thin, it can still be used well"
Camera,Baterai abc ALKALINE - AA / A2 - isi 6 pcs,Chemical free Fast process Save electricity? Wastes electricity Can fit a lot Easy to carry around Sturdy material Easy to use Very friendly seller Fast order process Safe packaging ?? Neat packaging. Top seller response
Camera,Alat Pembersih Kaca D62 Glass Cleaning Brush Teleskopik Wiper Jendela - Putih,"good product. wallet friendly price. 100cm long stick has 2 sides, one for rubbing dirt on the glass, the other side for sweeping all the dirt"
Camera,Alat Pembersih Kaca D62 Glass Cleaning Brush Teleskopik Wiper Jendela - Putih,"The product is OK.. the glass is clean, the rubber is OK.. the cleaning cloth is OK too. Clean the glass even though it has been installed initially"
Camera,Paper Fujifilm Instax / Refill Instax Mini Twinpack Plain 2x10 Sheets,The admin is super responsive. The cartridge works well. It's a shame I can only give 5 stars
Camera,Paper Fujifilm Instax / Refill Instax Mini Twinpack Plain 2x10 Sheets,great to get a low price. Delivery came a day later! packing is safe and neat. the expiration date is still in 2023. thanks
Camera,Paper Fujifilm Instax / Refill Instax Mini Twinpack Plain 2x10 Sheets,"The seller is quite good, but next time please wrap it in cardboard so it's safe and give a sign that the package is prohibited from being spilled or dried excessively considering that it contains camera film :)"
Camera,Drone Kamera Drone Camera DRONES FPV Quadcopter Foldable HD 4K Altit,"The measuring equipment and repeater shop has really good service, responsive and fast and safe delivery. The S89 FPV Drone product is good for relaxing playing with the camera in the air, you just need to fine tune it for a stable position, because it is light in weight, be careful if the wind starts to get noisy. My previous Tello drone was lost in strong winds in the Sibea-bea hills last month. Enjoy playing this cheap drone. Thank you Boss."
Camera,Drone Kamera Drone Camera DRONES FPV Quadcopter Foldable HD 4K Altit,best seller!! thanks for the fast delivery! everything works! happy to order from you. Thank You!
Camera,Drone Kamera Drone Camera DRONES FPV Quadcopter Foldable HD 4K Altit,"Great, hopefully it'll last. the item matches the picture????. is the packaging safe?? Product according to description"
Camera,One Set Cleaner Set Spray Ajaib Pembersih Layar Handphone Dan Laptop,"Suitable for cleaning cellphone screens that quickly get dirty due to sweat from playing games or using the phone. The cleaning fluid is clear and after being sprayed it looks like dew and has no smell. The shape of the device is compact and at first glance looks like a vape, but maybe the size is a bit awkward to store in a pocket (small or not, big or not). The delivery is also fast. Overall, satisfied shopping for this item here."
Camera,One Set Cleaner Set Spray Ajaib Pembersih Layar Handphone Dan Laptop,"the item matches the description and photo, it was really clean when I tried it, got free shipping too and arrived quickly, thank you Tokopedia and seller"
Camera,One Set Cleaner Set Spray Ajaib Pembersih Layar Handphone Dan Laptop,"very fast delivery. I have tried the product according to the description, it is practical to carry everywhere, now I no longer have a dirty and oily cell phone screen."
Camera,"Frame Foto, Bingkai Foto, Pigura Foto A4 (21x30) Murah - Hijau",Thank God the second delivery didn't break and arrived safely at its destination ????
Camera,"Frame Foto, Bingkai Foto, Pigura Foto A4 (21x30) Murah - Hijau","Good, neat delivery, but not the same day, it seems like yesterday I asked for the same day... but I like the seller, according to expectations"
Camera,"Frame Foto, Bingkai Foto, Pigura Foto A4 (21x30) Murah - Hijau","very good, very good seller, please send it today because I'm in a hurry to send the gift straight away and the photo printing is also very good????"
Camera,HOLDER PHONE STAND UNIVERSAL HOLDER HP STANDING HANDPHONE TRIPOD HOLD,"It's really strong, sturdy, but it can't be aligned straight if you want to take a photo from above (you can see the lower legs), you have to raise the phone a bit, overall it's okay"
Camera,HOLDER PHONE STAND UNIVERSAL HOLDER HP STANDING HANDPHONE TRIPOD HOLD,"Good quality, fast delivery, and quite good service. Thank You"
Camera,HOLDER PHONE STAND UNIVERSAL HOLDER HP STANDING HANDPHONE TRIPOD HOLD,"Complete contents, nothing broken, got the box too, once assembled it works well"
Camera,HOLDER PHONE STAND UNIVERSAL HOLDER HP STANDING HANDPHONE TRIPOD HOLD,"Even though it is available at flash sale prices, the quality of the goods is still good and the structure is sturdy for smartphones in general."
Camera,DJI OM 5 Athens Gray,"The goods have arrived, the service is very fast, the packaging is safe and the goods match the description. Thank you and always success"
Camera,DJI OM 5 Athens Gray,"A gimbal that is very suitable for iPhones and flagship cellphones that already have good stabilization. so this gimbal only adds support to make it more stable. Samsung note 10+ works fine. with a note that you cannot use a casing. If you want to use a casing, the pad must be removed, you can see in the photo. the zoom function works well, the video mode function for the camera also works well, replacing the front camera with the rear also works well. Only if you use a cheap cellphone (like the Xiaomi Note 9), the image is shakier than when using a flagship cellphone. Stabilization when the selfie stick is extended is not recommended if used while walking, the results are not very stable. Even if the selfie stick is moved forward 1CM the results are not very stable."
Camera,DJI OM 5 Athens Gray,"The goods have arrived, the service is very fast, the packaging is safe and the goods match the description. Thank you and good luck"
Camera,KNF Concept 4-In-1 Camera Lens Cleaning Pen Camera Lens Cleaning Kit,"Delivery on time, neat packaging, goods are also in good condition."
Camera,TOMSIS BLUETOOTH REMOTE SHUTTER CAMERA FOR ANDROID IOS,"The package has arrived and is in accordance with the order, the remote shutter functions well and is not complicated to use, practical to take with you anywhere�???????"
Camera,TOMSIS BLUETOOTH REMOTE SHUTTER CAMERA FOR ANDROID IOS,"Thank you, the goods have arrived and are very good, this is very useful, delivery is also fast"
Camera,MagicBox Midio Portable Mini Photo Studio Light Box,"Fast delivery, safe packaging, easy to install and use, lots of bonus backgrounds too. the photo results are quite satisfying for me. However, I'm not really sure about the durability of the material if it is removed and removed repeatedly. but overall good and satisfying"
Camera,MagicBox Midio Portable Mini Photo Studio Light Box,"The goods have arrived at home, there was no damage at all during delivery and after trying it, it was very satisfying, thank you :)"
Camera,Cleaning kit Kamera / Pembersih kamera DSLR,I am happy that the product was packaged neatly and there were no defects. Recommended!
Camera,Cleaning kit Kamera / Pembersih kamera DSLR,"Fast delivery. The price is cheap. Quality okay. Still in plastic. I took this photo after removing it from the plastic wrapping. The fabric is soft and small, so it's easy to carry everywhere."
Camera,silica gel natural 1kg 1000 sachets @1gram - 1 gr -+ 1001,"Seller response is QUITE GOOD. GOOD Delivery Process. FAST Delivery Courier. Product for stock, hopefully suitable for use"
Camera,SILICA GEL BLUE GRADE A ISI 100 SACHET,Very happy... because now for this product the packaging is no longer taped with duct tape. Plastic is included per 5 pack.
Camera,SILICA GEL BLUE GRADE A ISI 100 SACHET,"Items are in excellent condition, arrived quickly, only one day. Thank you, seller!"
Camera,Smart Camera Wifi V380 HD720P Wireless Mini IP CCTV Phone Audio,"Product according to description. Easy installation, good image quality using the V380 pro application"
Camera,Smart Camera Wifi V380 HD720P Wireless Mini IP CCTV Phone Audio,"There was a little problem, but everything is back to normal, thank you. Good chat shop response'??????"
Camera,Smart Camera Wifi V380 HD720P Wireless Mini IP CCTV Phone Audio,"Goods are ok, delivery took a long time, just confirmed it took 2 days, packaging wasn't very good, didn't use bubbles"
Camera,Smart Camera Wifi V380 HD720P Wireless Mini IP CCTV Phone Audio,"Second purchase, unfortunately the cable doesn't fit, so buy the cable first. But the product is still ok, functions well. Thank You."
Camera,Smart Camera Wifi V380 HD720P Wireless Mini IP CCTV Phone Audio,"It works well, although there were problems at the start of the operation. But after 1 hour of trying it finally worked. Hopefully it will last."
Camera,Isi Refill Fujifilm Instax Mini Instant Color Film isi 20,Ordered at 3 o'clock and at 5 o'clock the goods had not arrived because I used Gosend instant. got an instant Gosend discount of 30 thousand so you only paid the Instax refill price?????? thank you sis
Camera,Isi Refill Fujifilm Instax Mini Instant Color Film isi 22,"This is also the same because the order came with good packaging, but you can actually make sure it's safe in just a little bubble wrap, because I use Grab Express, if I just put it in my bag it doesn't seem safe. But the product is good, there is no damage, the seller's response is fast"
Camera,Isi Refill Fujifilm Instax Mini Instant Color Film isi 23,"just transferred an hour later the goods arrived... fast BAT!!!! Yes, even though the go send price is a bit expensive... Recommended seller, guys... Thanks sis... I hope there will be more discounts :D"
Camera,Background Foto Hijau Polos / GREEN SCREEN Back Ground Drop Studio Spu,"fast response, gosend to Pamulang fast, reliable right when needed, really good quality for that price, results are also quite satisfying, thank youuu"
Camera,Background Foto Hijau Polos / GREEN SCREEN Back Ground Drop Studio Spu,"Last month I bought a package with the stand...it took me a long time to go to Kupang, NTT because I was in a rush for free shipping hahaha. The fabric is kind of rough on the hand, but it's actually suitable for use on a green screen because it doesn't tear or get dirty easily.. Using it for video recording is also sharp, it's just right.. if you buy it with a stand, don't forget to buy the clip too"
Camera,Background Foto Hijau Polos / GREEN SCREEN Back Ground Drop Studio Spu,"The green screen has arrived, the material is quite thick, similar to the good Positiveie bag, bright green color, okay for a green screen"
Camera,Waterproof Case Tishu-Casing Hp Anti Air - Indoshare Hitam,"It's pretty good for the price, the black one is a bit thin but it's good, I hope it doesn't leak in the rain"
Camera,TRIPOD Camera WEIFENG WT-3110A,"The quality of the goods corresponds to the price, quite good, only the part when attaching the head to the cellphone holder requires a little pressure on the head against the nut."
Camera,TRIPOD Camera WEIFENG WT-3110A,"The tripod is quality. Product according to description. is the packaging safe?? It's just a shame, I don't know why the middle part can't be installed, it doesn't attach to the aluminum, but instead it comes off and it can't hold the weight of the cellphone..it can be glued first and then used..thank you, Tokopedia and related shops..hopefully the business runs smoothly..?? overall great..."
Camera,TRIPOD Camera WEIFENG WT-3110A,"everything is good, the tripod is sturdy, the packaging is safe, neat, really really happy, thanks Tokopedia ??"
Camera,Battery baterai batre canon LP-E8 Li-ion 550D 600D 700D,"It's been received... the packaging is neat.. the packaging is double bubble warped.. so the contents are safe.. the seller responds fast, fast delivery.. positive job, thanks to the seller and the friendly courier brother.."
Camera,Battery baterai batre canon LP-E8 Li-ion 550D 600D 700D,"Admin response was okay, courier expedition was safe, packing was ergonomic and arrived safely at destination. There are no minuses, the comparison of the items is according to my test photo. The price and goods are appropriate, and the battery is normal, bro..."
Camera,Battery baterai batre canon LP-E8 Li-ion 550D 600D 700D,"Good packaging, fast response from seller, battery has been tested and functions normally. It's just that when I was recording a video it suddenly dropped, the camera automatically turned off. Just charging now, hopefully it will be normal again."
Camera,Helmet Front Mounting buat nge vlog mounting helm Xiaomi yi atau Gopro - Tanpa Pivot,a bit of a drag when combined with the original product. Using a little force it can go in... overall very satisfied with the product. good material and finishing. haturnuhun
Camera,"Costa CB-A1hp Overhead Boom Arm Braket Kamera HP Flat Lay Video,Foto",The product arrived well and was packaged neatly and tightly. As described and without defects. The price of the products offered is reasonable. Seller response is also fast and delivery is also relatively fast. Thank you and always success.
Camera,"Costa CB-A1hp Overhead Boom Arm Braket Kamera HP Flat Lay Video,Foto","The bubble wrap packaging is neat, but the cardboard is a little dented. But the Arm bracket is fine. Installed straight away. The tripod is sturdy, the product fits."
Camera,"Costa CB-A1hp Overhead Boom Arm Braket Kamera HP Flat Lay Video,Foto","Pros: surprising price at flash sale, seller responds quickly during the process, construction is almost entirely made of metal except for the mic holder. Con: The base plate is thin, the ball head bolts are not precise so they have to be replaced/modified. UK arm connector bolts. 3/8x16tpi, not 1/4 so it's less compact, the cellphone holder isn't long enough, so if the cellphone is heavy it tends to fall if it's facing down."
Camera,Battery Baterai Batre Canon LP-E10 Li-ion 1100D 1200D,"Packing and packaging is good and safe, the number of orders is correct and has been received in full, thank you, hopefully the batteries and other things will last long."
Camera,Battery Baterai Batre Canon LP-E10 Li-ion 1100D 1200D,I've tested the battery to be compatible with a DSLR 1100D
Camera,Powerextra Battery (2-Pack) Sony NP-FW50 and Smart Dual Charger LCD,"It's great, it won't disappoint, I swear, on my Sony A5100 the battery lasts longer than the original battery."
Camera,Powerextra Battery (2-Pack) Sony NP-FW50 and Smart Dual Charger LCD,"Excellent! Price and quality are comparable. More worth it than the original battery btw. Even though the battery duration is only tens of minutes different, the price is hundreds of thousands different. Better to use Powerextra batteries, but buy lots."
Camera,Powerextra Battery (2-Pack) Sony NP-FW50 and Smart Dual Charger LCD,"After 6 days of waiting, it finally arrived. The goods have been checked, the battery condition is safe, the charger is safe, everything is safe. Thank You"
Camera,"2 in 1 Portable Mini Folding Tripod for DSLR,GoPro,Xiaomi Yi","The plastic is quite thick, the design looks quite sturdy. Use it directly to zoom. phone is stable. easy and durable."
Camera,"2 in 1 Portable Mini Folding Tripod for DSLR,GoPro,Xiaomi Yi","according to the price and most importantly fast service for me as a dropshipper, it really helps, thank you bro"
Camera,"green screen bahan kain spunbond - Orange, 75 gram","The fabric is thick, cheap and useful for covering the background during zoom meetings. delivery is also fast. Thanks"
Camera,"green screen bahan kain spunbond - Orange, 75 gram","Awesome bright green, but it's a shame it's a bit wrinkled in the squares... I don't know how to straighten it out, ironing it looks sticky"
Camera,Flash Godox TT520 II plus Wireless Trigger Speedlite kamera mirrorless,"Friendly seller, delivery is also fast and the goods are great. Very positive about the shop"
Camera,Flash Godox TT520 II plus Wireless Trigger Speedlite kamera mirrorless,"I have never been disappointed by this shop. Basically, for videography and photography matters, I like shopping here"
Camera,Flash Godox TT520 II plus Wireless Trigger Speedlite kamera mirrorless,"Flash that is simple to set up, affordable price for beginners, okay. Honey, I'm already a pro hehehe"
Camera,Kids camera Kamera Mini anak / camera anak / camera kids X2 - Merah Muda,"The camera works, the image quality is of course appropriate for the price, like similar children's cameras. Unfortunately the cable is very dirty, like it's used, I've tried cleaning it and can't."
Camera,BOYA BY-M1 Lavalier Clip on Mic Microphone for DSLR Camera Smartphone,"Jkt - Bdg but it took a while for the packing to arrive, the packaging is neat, no scratches, the sound is really good for acoustic fingerstyle recordings, I don't know if it's good, anyway."
Camera,BOYA BY-M1 Lavalier Clip on Mic Microphone for DSLR Camera Smartphone,"Pack-delivery process: quite fast. Packaging: thin bubble wrap. Fellow Jakartans are still safe. The box is a bit dented. Quality of goods: safe, functional. Compatible with iPhone 8+ cam without additional apps. But if you want to hear the recording, remove the mic first"
Camera,BOYA BY-M1 Lavalier Clip on Mic Microphone for DSLR Camera Smartphone,"Original goods, the authenticity has been checked. It has been tested and works well. Delivery using Pos Indonesia. It's crazy how fast, sorry, there's no medicine. Buy Saturday until Purwokerto Sunday. Crazy... 1 day coooooy... wow beyond expectations. All features work well. Product according to description. the sound is good and clear."
Camera,BOYA BY-M1 Lavalier Clip on Mic Microphone for DSLR Camera Smartphone,"Thank God the goods arrived on 6/11. Contents of the box: instruction manual book, warranty card, Boya sticker, Boya small bag, mic set, battery & adapter jack (I think it's for connection to an amplifier)."
Camera,VIJIM Video LED VL81 RECHARGEABLE BATTERY 3500K-5600K Video Light,"Good product quality. It takes a while to charge. Because the lamp is small, the light isn't as even as if you used a ringlight, but it's quite okay because it's compact and can be taken anywhere."
Camera,Magic Clamp / Magic Arm 11 Inch includ Super C-Clamp,"Very Satisfied ?????????? The goods meet expectations, the quality of the material is good and sturdy..The seller's response is very good (fast)..Thank you very much bro????????????Always success.."
Camera,Magic Clamp / Magic Arm 11 Inch includ Super C-Clamp,"First of all, I'm sorry the box didn't take photos, but was the packaging neat? Even though it doesn't use bubble wrap, it's thick and safe from shocks and impacts even though the contents are also sturdy?? The price is cheap, the service is also the best from the seller, it's crazy that this is actually a champion???? The build is solid iron, and the control is a bit difficult btw because you only need to control the elbows, but once you get used to it it's fine."
Camera,Tripod Takara ECO-193a for Camera DSLR Mirrorless + Bag + Holder U ATT,"the tripod is solid. Used according to simple needs to store cellphones and cameras for simple editing and photos, very capable. budget fits the function! Cool!"
