Category,Product Name,Emotion,Customer Review
Muslim Fashion,"masker hijab-masker hijab serut-masker kain-masker hijab 2ply 2 lapis - Ungu tua, Merk Mambo",Sadness,Can't use long rope
Muslim Fashion,"masker hijab-masker hijab serut-masker kain-masker hijab 2ply 2 lapis - Ungu tua, Merk Mambo",Sadness,"Very disappointed shopping at this shop, ordered 12 masks but only 10 arrived. Please be careful when packing the goods before sending them, don't disappoint the buyers, including me."
Muslim Fashion,Masker Hijab 3 ply | Masker Headloop Kain Polos Warna Pastel model Evo - Kubus,Sadness,Order other colors sent. Same color. I'm disappointed but never mind
Muslim Fashion,Masker Hijab 3 ply | Masker Headloop Kain Polos Warna Pastel model Evo - Kubus,Sadness,The seller did not read the notes given by the buyer
Muslim Fashion,Masker Hijab 3 ply | Masker Headloop Kain Polos Warna Pastel model Evo - Kubus,Sadness,"Asked for 4 pcs, 3 pcs were sent and the package did not contain the number of items to be sent."
Muslim Fashion,Masker Hijab 3 ply | Masker Headloop Kain Polos Warna Pastel model Evo - Kubus,Sadness,"The mask is not good, the material is not comfortable and it wrinkles very easily... ordered white, the color of the strap is black, it doesn't match the color of the mask"
Muslim Fashion,Hijab VOAL Segiempat Premium - Emikoawa Jilbab Kerudung Terbaru Korea - capucino,Anger,The hijab is wrinkled and has lots of stitching threads
Muslim Fashion,Hijab VOAL Segiempat Premium - Emikoawa Jilbab Kerudung Terbaru Korea - capucino,Sadness,Ordinary materials are not as expected
Muslim Fashion,Dua Jilbab Voal Umama Azara part 2,Sadness,hate the color :(
Muslim Fashion,Dua Jilbab Voal Umama Azara part 3,Anger,"the package hasn't arrived yet, and it hasn't been received yet. but the application is just finished. it's strange"
Muslim Fashion,Dua Jilbab Voal Umama Azara part 4,Sadness,"I didn't receive the item, suddenly there was the name of the recipient... I was really disappointed, so even though it's free from the first use of Tokopedia, if it's like this, I'm too lazy to use Tokopedia."
Muslim Fashion,Dua Jilbab Voal Umama Azara part 5,Sadness,I didn't receive the package at all. I asked for tracking but there was no response
Muslim Fashion,mukena dewasa katun polos jumbo renda terbaru kekinian hits - Putih,Sadness,The ingredients are not delicious
Muslim Fashion,mukena dewasa katun polos jumbo renda terbaru kekinian hits - Putih,Sadness,"The dusty color in the photo is different from the original, and the front top is dirty like pen ink"
Muslim Fashion,mukena dewasa katun polos jumbo renda terbaru kekinian hits - Putih,Sadness,"Disappointing. I wanted to change the color, yes, yes, they sent it but it was the wrong color. even though if it can't be exchanged, I can cancel it"
Muslim Fashion,Mukena Dewasa Parasit Polos Premium Traveling - Salem,Sadness,"Ordered emerald, sent turquoise without confirmation. ??"
Muslim Fashion,Mukena Dewasa Parasit Polos Premium Traveling - Salem,Sadness,thin. small
Muslim Fashion,Mukena Dewasa Parasit Polos Premium Traveling - Salem,Sadness,"I've bought a lot to send abroad but it turns out I can't change the color even though it hasn't been 30 days, according to standards, a refund should still be possible. The pink color is too contrasting!! Doesn't match the picture!!"
Muslim Fashion,Mukena Dewasa Parasit Polos Premium Traveling - Salem,Anger,Order WHITE and GRAY. But the ones that came were in SALEM and GRAY colors. DISAPPOINTED because the SELLER didn't confirm before sending
Muslim Fashion,Mukena Katun Rayon Renda Pouch Traveling - Coklat Susu,Sadness,"Please pay attention to the rubber part, this is the reverse of the rubber, it doesn't even sew straight, it was sent as a reject product :("
Muslim Fashion,Mukena Katun Rayon Renda Pouch Traveling - Coklat Susu,Anger,bad material.. hot.. & thin
Muslim Fashion,Mukena Katun Rayon Renda Pouch Traveling - Coklat Susu,Sadness,item has not been received
Muslim Fashion,Mukena Dewasa Katun Bordir Siti Khadijah Cantik - Warna BEBAS Aja,Sadness,The hole for a narrow face is not good
Muslim Fashion,Mukena Dewasa Katun Bordir Siti Khadijah Cantik - Warna BEBAS Aja,Sadness,"just received the package this afternoon. buy a mukena here, the ad doesn't say without a bag. When I complained why my mukena was wrinkled. In fact, if you have washed and ironed it, is it still wrinkled? His jokes made the seller annoyed"
Muslim Fashion,RB-C205 Tasbih Digital Mini Tally Counter Alat Hitung Tasbeh Digital - Biru Tua,Sadness,"Doesn't work well, likes to turn itself off"
Muslim Fashion,"Celana Pangsi Sirwal Murah - M, Merah",Sadness,"the item is thin...but yes, I have received it"
Muslim Fashion,"Celana Pangsi Sirwal Murah - M, Merah",Sadness,"The gray one is a bit thick in material, the black one is very thin and sad"
Muslim Fashion,"Celana Pangsi Sirwal Murah - M, Merah",Sadness,"I thought the material was cotton, but it turns out it's very thin, slippery and weak, the material makes noise when you walk"
Muslim Fashion,"Celana Pangsi Sirwal Murah - M, Merah",Sadness,The package has not arrived for 9 days and the seller can't contact me
Muslim Fashion,HIJAB SPORT INSTAN/ HIJAB OLAHRAGA/ HIJAB PET SPORT TERMURAH - Milo,Sadness,wide veil tongue
Muslim Fashion,HIJAB SPORT INSTAN/ HIJAB OLAHRAGA/ HIJAB PET SPORT TERMURAH - Milo,Sadness,"Disappointed to think that it would be a little longer but it turns out to be short. Sorry, I'll just give it 2 stars"
Muslim Fashion,HIJAB SPORT INSTAN/ HIJAB OLAHRAGA/ HIJAB PET SPORT TERMURAH - Milo,Sadness,"The item specifications are not complete for adult use, it can't just reach the neck"
Muslim Fashion,elzatta Obelia Samida - 309,Sadness,"Even though I had high expectations, I bought it here because of the official store, but it turned out that what was sent didn't match the color. What color did I buy? What color was the cream that was sent? I'm really disappointed, to be honest, because I didn't confirm with me first, if you want to change the color next time, be more trustworthy, bro, don't send items that don't match the color, if the stock is out of stock, please confirm first hehehe, thanks"
Muslim Fashion,Mukena Anak Fruits ( Tas Canvas ) - Ungu,Sadness,"I was happy to see the mukena arrived, but I was sad when I saw the bag, it was damaged, why was it being sold"
Muslim Fashion,RB-C205 Tasbih Digital Mini Tally Counter Alat Hitung Tasbeh Digital - Biru Tua,Anger,"The seller insisted that he didn't want to cancel the order, just sent it even though I had already submitted a cancellation request. please enjoy haram money"
Muslim Fashion,RB-C205 Tasbih Digital Mini Tally Counter Alat Hitung Tasbeh Digital - Biru Tua,Anger,I don't like responses that aren't really good
Muslim Fashion,sejadah travel serut - Biru,Anger,it's been a long time coming
Muslim Fashion,sejadah travel serut - Biru,Sadness,"The packaging method only uses thin plastic. and it was wrapped using clear duct tape, I couldn't open it with my hands, when I used scissors, the prayer mat went into the scissors because the wrapper was thin."
Muslim Fashion,Jilbab Instan Pet Antem L / Hijab Kaos Bergo Anthem Size L,Sadness,The third order is not satisfactory...the length is different from the first order even though the size is L too
Muslim Fashion,Jilbab Instan Pet Antem L / Hijab Kaos Bergo Anthem Size L,Sadness,"The pink is thin and dreamy. the delivery was bad, the item was only sent minus a few hours before it was automatically cancelled. even though 4 days after the order the seller was reminded via DM, but instead he was told to be patient without being given a reason and the status of the goods was still in process, perhaps waiting for a large order to be sent."
Muslim Fashion,Jilbab Instan Pet Antem L / Hijab Kaos Bergo Anthem Size L,Sadness,wrong color.. ordered black.. got white
Muslim Fashion,Jilbab Instan Pet Antem L / Hijab Kaos Bergo Anthem Size L,Sadness,Packing process is slow
Muslim Fashion,Sajadah Travel Motif Abu Dhabi - C - Ungu,Sadness,"Too thin for that price. Like a rectangular piece of hijab cloth, it doesn't match expectations"
Muslim Fashion,Sajadah Travel Motif Abu Dhabi - C - Ungu,Sadness,very thin material
Muslim Fashion,Sajadah Travel Motif Abu Dhabi - C - Ungu,Sadness,material is too thin
Muslim Fashion,"SALMAN BAJU KOKO MUSLIM PRIA LENGAN PANJANG BAJU KOKO COWOK - Putih, L",Sadness,"The clothes don't match the picture, they are shorter, the pockets are small like children's clothes"
Muslim Fashion,"SALMAN BAJU KOKO MUSLIM PRIA LENGAN PANJANG BAJU KOKO COWOK - Putih, L",Sadness,the stitching isn't neat... there are a lot of threads that haven't been cut yet. there are also threads that have come loose :'(((
Muslim Fashion,"SALMAN BAJU KOKO MUSLIM PRIA LENGAN PANJANG BAJU KOKO COWOK - Putih, L",Anger,"very small. even though the sizes are L and XL. This can't be used for elementary school children for adults, even with small negatives."
Muslim Fashion,"SALMAN BAJU KOKO MUSLIM PRIA LENGAN PANJANG BAJU KOKO COWOK - Putih, L",Sadness,"I was very, very disappointed when I bought adult clothes that came in elementary school sizes, I wish you luck with your money"
Muslim Fashion,"SALMAN BAJU KOKO MUSLIM PRIA LENGAN PANJANG BAJU KOKO COWOK - Putih, L",Anger,so bad it makes you disappointed?? ??
Muslim Fashion,Pashmina Sabyan Diamond Kerudung Jilbab Pasmina Panjang - PS G.Bottle,Sadness,there's no rope??
Muslim Fashion,Jilbab Pashmina Plisket Diamond Hijab Pasmina Lipit ORI Murah Kekinian - Army,Sadness,"I'm a bit disappointed, the hijab is really small, it can't be worn by adults..."
Muslim Fashion,Jilbab Pashmina Plisket Diamond Hijab Pasmina Lipit ORI Murah Kekinian - Army,Anger,"there are yellow stains on her hijab, it's short, stiff!"
Muslim Fashion,Masker Hijab 3 ply | Masker Headloop Kain Polos Warna model Evo - Hitam,Sadness,"The mask is a bit small, not worth the price..."
Muslim Fashion,Masker Hijab 3 ply | Masker Headloop Kain Polos Warna model Evo - Hitam,Sadness,"I'm disappointed... ordered black & navy, both were sent navy. Thank God, don't buy a lot right away, try buying a little first."
Muslim Fashion,Masker Hijab 3 ply | Masker Headloop Kain Polos Warna model Evo - Hitam,Sadness,"I'm really disappointed, I ordered maroon, army green and mint... but they were all replaced with other colors without confirmation. I hope I can be more careful and communicate with buyers if the item is not available..."
Muslim Fashion,Bella Square Hijab Segiempat Part 2,Anger,"Long delivery, goods according to price, please improve the QC. There are holes in the needles in the seams. There is a white line on the gray veil which is more visible."
Muslim Fashion,Bella Square Hijab Segiempat Part 3,Sadness,"I ordered a cappuccino and it came dark purple. oh my, it's so far away. This is your first time shopping and it's already disappointing????????"
Muslim Fashion,Bella Square Hijab Segiempat Part 4,Sadness,The material is not good... just ordinary
Muslim Fashion,Bella Square Hijab Segiempat Part 5,Sadness,There are 2 wrong colors so I'm disappointed?
Muslim Fashion,HIJAB VOAL |VOAL ULTRAFINE | LUNA VOAL YOUTHSCARF (basic colour) - LV-DENIM,Anger,"long delivery. I don't know if it's true or not, the admin wa me. It says the color of the hijab I ordered is standard. Then I've chosen another color. But in the end, it's still the color I chose initially. Why is that so, if there is stock, why does it have to be so complicated, the longer the delivery, the status is failed and it takes so long. usually not from Bandung this long. This is because the admin's language on WA is convoluted. If it's a discounted item or not, the service must be the same as it doesn't disappoint."
Muslim Fashion,HIJAB VOAL |VOAL ULTRAFINE | LUNA VOAL YOUTHSCARF (basic colour) - LV-DENIM,Sadness,"Very disappointed with the trader. The color I bought was empty and was sent without confirmation. Even though I asked for it to be cancelled, it was sent and then I said the color was out of stock. Even though the price was quite expensive, 4 pieces of the same color were sent. I really wanted to make a uniform."
Muslim Fashion,Hijab Wanita Plain Scarf Voal Diario x Nagita Slavina - Misty jade,Sadness,"The color that arrived was different from the original, I replaced it but when it arrived the material was really thin, I regret it"
Muslim Fashion,Hijab Wanita Plain Scarf Voal Diario x Nagita Slavina - Misty jade,Sadness,"The quality control was not thorough, the yellow one had a few holes."
Muslim Fashion,Hijab Wanita Plain Scarf Voal Diario x Nagita Slavina - Misty jade,Sadness,"I'm disappointed. Even though I bought it to give it to someone. But I didn't even get the box. Previously I bought Diario x Nagita Slavina too, but got a box. I think if you buy it during the sale on Tokopedia you will get the box too. Turns out I didn't even get it."
Muslim Fashion,Hijab Wanita Plain Scarf Voal Diario x Nagita Slavina - Misty jade,Sadness,"The seller said it was light blue, but it turned out to be dark blue. No box packaging, just plain plastic. Hijab fabric is also difficult to shape so it is not neat. Not according to my expectations"
Muslim Fashion,Tasbih Digital LED / Finger Counter Digital LED,Anger,"Wrong color sent, I asked for Pink, Blue, Black > what was sent was Red, Green, Black & the LED light didn't work!!"
Muslim Fashion,Tasbih Digital LED / Finger Counter Digital LED,Sadness,I was disappointed when I bought this one because the light didn't turn on and the 100 press didn't make a sound
Muslim Fashion,Tasbih Digital LED / Finger Counter Digital LED,Sadness,"The color did not match the request even though a note had been given, still a random color was sent"
Muslim Fashion,Tasbih Digital LED / Finger Counter Digital LED,Sadness,"The seller wasn't selective about the origin of the delivery, he got an item whose case was already damaged"
Muslim Fashion,Tasbih Digital LED / Finger Counter Digital LED,Anger,"The one sent was damaged, guys, sorry"
Muslim Fashion,Tasbih Digital LED / Finger Counter Digital LED,Sadness,"The product that was sent was not on or dead, the product that was sent was damaged, as a consumer I was at a loss"
Muslim Fashion,Mukena Dewasa Traveling Raveena - Lavender,Sadness,"The stitching is really messy. It's not loud, I groaned a little and the stitches came out... sad"
Muslim Fashion,Mukena Dewasa Traveling Raveena - Lavender,Sadness,Does the bottom have holes?? I want to return it but unfortunately it costs a lot to send it back to the shop far away in Tasikmalaya. Please check the quality first before sending it so it doesn't look like this.
Muslim Fashion,Mukena Dewasa Traveling Raveena - Lavender,Sadness,"Thin material, rough stitching, I'm really disappointed"
Muslim Fashion,Mukena Dewasa Traveling Raveena - Lavender,Sadness,"This time I was disappointed & not satisfied with buying the mukena here, the packing was standard, there were lots of dirty stains on the bottom of the mukena, the top of the mukena had a lot of threads coming out so it wasn't neat, the material felt hot because of the roughness of the material, the pink color wasn't soft like the picture (sorry) pink was like the color of the celebration tablecloth, I didn't like the taste, bought it during a flash sale, the size was big enough for someone weighing 70kg."
Men's Fashion,POLO - 0313.11 Cap Striped Yellow - All Size,Happy,"Item meets expectations, thank you"
Men's Fashion,Tas Ransel Laptop Backpack Waterproof Franzen Rapid Rulle Series 601 - Biru,Happy,The stitching is neat. Appropriate size. Comfortable to wear. The model is cool
Men's Fashion,910 Nineten Socks Black & Grey,Happy,The socks match the description.
Men's Fashion,"PIERRE CARDIN SHORTY 2IN1 PC268-2 - RANDOM, M",Happy,"Great, comfortable to wear, premium material, hopefully it will last and always have discounts"
Men's Fashion,Bowin Masker Bomber - 2x Anti Bakteri & Percikan (Masker Kain 4 Lapis) - PRO REGULER,Happy,"neat packing, item as described. steady."
Men's Fashion,CLUTCH PRIA HANDBAG PRIA WANITA ORGANIZER BAG POUCH BAG TAS AKSESORIES - BLACK GREY,Happy,Good product even though it arrived very late but I'm not disappointed with the product at a very cheap price
Men's Fashion,"Kemeja Baju Hem Batik Pria Motif Murah Berkualitas #RNZ - sampul, M",Happy,"The fabric is not thin, standard thick batik, cool, soft, the variant sent by the seller is suitable."
Men's Fashion,KK50 Kaos Kaki Original Serat Bambu Arang Bamboo Pendek Semata Kaki - black,Happy,Fits size 46 feet too. material according to price. and quite thick
Men's Fashion,Casio G-Shock DW-5600BB-1 / GShock DW5600BB Original & Bergaransi,Happy,"The goods are original, everything is complete with guarantee, the processing is also fast, thank you????"
Men's Fashion,MASKER KAIN MOUNT ISLAND ORIGAMI REPELLENT - Orange,Happy,"the price is worth it, the quality is good, comfortable to use, no problems with the strap"
Men's Fashion,Stayhoops - Tali Masker / Strap Masker / Kalung Masker - Cyanea Strap,Happy,"The strap is really durable, nice and thick, so you're not afraid of it breaking"
Men's Fashion,Stayhoops - Tali Masker / Strap Masker / Kalung Masker - Cyanea Strap,Happy,Well received in neat packaging. Now it's my favorite mask strap
Men's Fashion,Tas Ransel Laptop Backpack Waterproof Franzen Rapid Rulle Series 601 - Biru,Happy,"The model is cool, the outside is thick, but the inside is quite thin, whether it will last long or not"
Men's Fashion,910 Nineten Socks Black & Grey,Happy,Improve the quality of the goods... Still a lot of thread comes out but it's quite good
Men's Fashion,"PIERRE CARDIN SHORTY 2IN1 PC268-2 - RANDOM, M",Happy,According to the description..The packaging is neat..Thanks
Men's Fashion,Bowin Masker Bomber - 2x Anti Bakteri & Percikan (Masker Kain 4 Lapis) - PRO REGULER,Happy,"The size is very large, so it doesn't feel loose when I wear it"
Men's Fashion,CLUTCH PRIA HANDBAG PRIA WANITA ORGANIZER BAG POUCH BAG TAS AKSESORIES - BLACK GREY,Happy,"Overall everything is okay, seller responds and delivers. But the rope is not strong enough, after using it a few times, it broke. Next, let's make it better. Thx"
Men's Fashion,"Kemeja Baju Hem Batik Pria Motif Murah Berkualitas #RNZ - sampul, M",Happy,"Soft material, thickness like batik in general, cool motif. It would be even better if the chat response was more responsive"
Men's Fashion,"Larocking - Vortex Hitam Merah | Sepatu Sneakers Running Gym Shoes - Hitam Merah, 39",Happy,Overall it is good but the inside sometimes likes to come apart
Men's Fashion,jam tangan Biden fashion pria analog pita jala bisnis - Putih,Happy,"Delivery was a little slow, not according to the estimates in the shop, but the goods were OK according to the specifications and did not disappoint"
Men's Fashion,KK50 Kaos Kaki Original Serat Bambu Arang Bamboo Pendek Semata Kaki - black,Happy,"the item corresponds to the picture, the delivery could be faster, it would be more stable.."
Men's Fashion,"SWEATER POLOS PRIA HOODIE ZIPPER FLECEE TEBAL DISTRO POLOS - Abu-abu, XXL",Happy,"the sweater is not bad. there was just a little miscommunication. But yeah, never mind... Thank you..."
Men's Fashion,Casio G-Shock DW-5600BB-1 / GShock DW5600BB Original & Bergaransi,Happy,"Good. According to Expectations. Original. Fast Delivery. Only the 'Adjust' button is a bit inward so it's a bit difficult to press. If the button is good, I'll immediately give it 5 stars hehehe"
Men's Fashion,MASKER KAIN MOUNT ISLAND ORIGAMI REPELLENT - Orange,Happy,"Product is ok, meets expectations. Thank You"
Men's Fashion,Dompet Pria Troy Hyde Bahan Kulit - Cokelat,Happy,The stitching is neat. The material is soft.
Men's Fashion,Dompet Pria Troy Hyde Bahan Kulit - Cokelat,Happy,"the goods arrived safely, the wallet is cool, the gift is premium, like an expensive wallet"
Men's Fashion,Dompet Pria Troy Hyde Bahan Kulit - Cokelat,Happy,The model is cool ??. The stitching is neat. The cut is neat. Appropriate size. not stiff. Comfortable to wear. The material is soft.
Men's Fashion,EIGER FLECKEN LANDSCAPE WALLET - Black,Happy,Appropriate size. The model is cool ??. The cut is neat. Comfortable to wear. The stitching is neat.
Men's Fashion,EIGER FLECKEN LANDSCAPE WALLET - Black,Happy,"fast response, as ordered, good quality, hopefully more blessings"
Men's Fashion,EIGER FLECKEN LANDSCAPE WALLET - Black,Happy,"the goods arrived safely, the model is beautiful, and I have never been disappointed with Eiger products"
Men's Fashion,Navy Club Tas Ransel Laptop Backpack Up to 15.6 inch Anti Air - Hitam,Happy,Comfortable to wear. The material is strong. Load lots of stuff. The cut is neat. The stitching is neat. Appropriate size. The zipper is smooth. The material is light. The model is cool ??.
Men's Fashion,CLUTCH PRIA HANDBAG PRIA WANITA ORGANIZER BAG POUCH BAG TAS AKSESORIES - BLACK GREY,Happy,"Overall everything is okay, seller responds and delivers. But the rope is not strong enough, after using it a few times it broke. Next, let's make it better."
Men's Fashion,Navy Club Tas Ransel Laptop Backpack Up to 15.6 inch Anti Air - Hitam,Happy,"Thank God, it's satisfactory, even though it's out of stock, there's no problem replacing it with another model, it's also good, the quality is good, the service is also friendly, maybe the response needs to be improved again"
Men's Fashion,"Larocking - Vortex Hitam Merah | Sepatu Sneakers Running Gym Shoes - Hitam Merah, 39",Happy,"The shoes were quite good, but when they arrived they turned out to be a bit loose and too heavy for running shoes. but the price is appropriate."
Men's Fashion,jam tangan Biden fashion pria analog pita jala bisnis - Putih,Happy,Not expensive watches that are discounted... but watches that match the purchase price and quality...
Men's Fashion,"kacamata baca plus pria super premium - Merah, baca plus",Happy,Already installed with glass according to the size ordered. Neat and like expensive glasses. Great! Thanks too for the lens cleaner fluid.
Men's Fashion,"kacamata baca plus pria super premium - Merah, baca plus",Happy,"I am satisfied with the glasses. I think if I use real glass it's ok or not. The price is a little more expensive than others, but so far the quality is good. Light too. Nice to use."
Men's Fashion,"kacamata baca plus pria super premium - Merah, baca plus",Happy,"fast response, goods as ordered... hopefully it will last"
Men's Fashion,kacamata anti radiasi dewasa fashion pria dan wanita terbaru 98029 - Black,Happy,"Friendly seller, fast delivery. I didn't expect the package to be really good and the glasses are really useful for people who often use cellphones.????"
Men's Fashion,"Jaket Sweater Hoodie Zipper Hijau Tosca Pria Wanita - ZIPPER ABU MUDA, M",Happy,Thick quality??. The jacket is stylish. Cool model.
Men's Fashion,"Jaket Sweater Hoodie Zipper Hijau Tosca Pria Wanita - ZIPPER ABU MUDA, M",Happy,Fit size to wear. Comfortable to wear. The jacket is stylish. Safe packaging??. Fast order process. Cool model.
Men's Fashion,"Jaket Sweater Hoodie Zipper Hijau Tosca Pria Wanita - ZIPPER ABU MUDA, M",Happy,"Goods as ordered. However, for the XL I chose, it's a bit too big. Maybe L is more precise."
Men's Fashion,"Jaket Sweater Hoodie Zipper Hijau Tosca Pria Wanita - ZIPPER ABU MUDA, M",Happy,"The product corresponds to the description, has been received safely, thanks"
Men's Fashion,"Jaket Sweater Hoodie Zipper Hijau Tosca Pria Wanita - ZIPPER ABU MUDA, M",Happy,"thank you...good stuff, cheap price, fast and cod again...good ????"
Men's Fashion,Celana Pendek Surfing Boxer Pantai/ Celana Tidur Pria - RANDOM,Happy,"seller fast response, goods arrived quickly, well packaged, items have been tested according to order, comfortable to use. thanks NoWway????"
Men's Fashion,Pants Celana Tidur Panjang Celana Santai Pria Wanita Fit XL Murah - B,Happy,"Honestly, for this price, it has exceeded my expectations. comfortable and neat stitching, no fraying"
Men's Fashion,Pants Celana Tidur Panjang Celana Santai Pria Wanita Fit XL Murah - B,Happy,"The stitching is neat. Appropriate size. The material is a bit hot but still comfortable to wear, according to the price. Thanks seller..."
Men's Fashion,"BAJU TIDUR COWOK DEWASA IMPORT PIYAMA PRIA REMAJA KATUN SET CELANA BIG - 1, XL",Happy,"the material is really good, it's also cool, this will become my regular order of nightgowns for my husband????"
Men's Fashion,"BAJU TIDUR COWOK DEWASA IMPORT PIYAMA PRIA REMAJA KATUN SET CELANA BIG - 1, XL",Happy,"Good material, fabric stretches and is elastic"
Men's Fashion,"PIYAMA PRIA DEWASA IMPORT BAJU TIDUR COWOK KAOS SPANDEX SET CELANA - 2, L",Happy,"Ordered quickly, the packaging was neat, the goods were good."
Men's Fashion,"PIYAMA PRIA DEWASA IMPORT BAJU TIDUR COWOK KAOS SPANDEX SET CELANA - 2, L",Happy,"The material is cool, smooth, the size is large, the picture matches. Didn't have time to take photos."
Men's Fashion,"PIYAMA PRIA DEWASA IMPORT BAJU TIDUR COWOK KAOS SPANDEX SET CELANA - 2, L",Happy,"Fast response, neat packaging, cheap prices, special items"
Men's Fashion,"baju tidur pria / piyama cowok dewasa aneka motif - kotak 8, XXXL",Happy,"Thank you, the package has arrived.. The item is really good, according to the photo, and fits this shirt.. Very happy ???????? Friendly people too??"
Men's Fashion,"baju tidur pria / piyama cowok dewasa aneka motif - kotak 8, XXXL",Happy,"fast response, the package was also neat and sent well, thank you ??"
Men's Fashion,"baju tidur pria / piyama cowok dewasa aneka motif - kotak 8, XXXL",Happy,"Masya Allah, I thought the material was stiff but it turns out the material is soft and comfortable for my husband to wear, you can subscribe, the service is also really satisfying????"
Men's Fashion,"Baju Tidur Pria Lengan Pendek Piyama Pria Lengan Pendek Celana Pendek - STPR-326, L",Happy,"The ingredients are delicious and cool. Will subscribe to this, sis. So that the motif is different from the one I ordered, no problem, the important thing is that the material is good for sleeping and the price is affordable??????????"
Men's Fashion,"baju tidur pria pp piyama pajamas import dewasa - kotak 1, XXXL",Happy,"great packaging process and fast delivery, the product is also comfortable..."
Men's Fashion,"baju tidur pria pp piyama pajamas import dewasa - kotak 1, XXXL",Happy,"good stuff, the motif is also beautiful. seller responds quickly"
Men's Fashion,"baju tidur pria pp piyama pajamas import dewasa - kotak 1, XXXL",Happy,- Quick response & immediately processed - Neat & fast delivery - Pajamas are appropriate & comfortable to wear - The admin has the initiative to send different colors of pajamas -?????
Men's Fashion,"Piyama Pria Dewasa | Baju Tidur Laki laki Dewasa | Bahan katun Satin - Abu-abu, XL",Happy,"repeat order! communicative seller, fast delivery, fast response..."
Men's Fashion,"Piyama Pria Dewasa | Baju Tidur Laki laki Dewasa | Bahan katun Satin - Abu-abu, XL",Happy,"The fabric is cool, soft, thin and comfortable for sleeping, thank you"
Men's Fashion,"Baju Tidur Piyama SWAN Pria PP Katun - M, Biru Muda",Happy,"Quality pajamas????, responsive seller, fast process, fast delivery in Manado. Hopefully the next order can be as good as this. Thank You."
Men's Fashion,"Kemeja Seragam PDH PDL PNS Formal Pria Lengan Pendek - Putih, M",Happy,"Great, fast delivery, thick material but not hot, neat stitching, cheap price."
Men's Fashion,"baju tidur piyama pria bahan kaos IMPORT lengan panjang celana panjang - LD, XXL",Happy,"Quick response, the nightgown that arrived matched the size description and picture, 3xl. Cotton t-shirt material. ????"
Men's Fashion,"baju tidur piyama pria bahan kaos IMPORT lengan panjang celana panjang - LD, XXL",Happy,"Neat packaging and clothes as ordered and fast delivery, thank you."
Men's Fashion,Celana santai pendek pria bahan cotton combed 30s harga murah - ATR05,Happy,"I don't know how many times I've shopped from Frayday, I've never been disappointed at all. cool and durable material :D"
Men's Fashion,Kaos Kaki Hitam Polos Kerja Pria Premium LAF Project - Hitam,Happy,"really good, soft stuff, anti-bacterial premium stuff... it's nice to use... I've bought 2 and bought 6... cheap but not cheap... I'm sure"
Men's Fashion,Kaos Kaki Hitam Polos Kerja Pria Premium LAF Project - Hitam,Happy,"Second time ordering socks here, good material and really comfortable to wear. super affordable prices and fast delivery"
Men's Fashion,Kaos Kaki Hitam Polos Kerja Pria Premium LAF Project - Hitam,Happy,according to order. Comfortable material to wear. Seller responds fast. packing is also neat...
Men's Fashion,Kaos Kaki Motif Skate Oldschool Bebas Pilih Motif,Happy,"Great item, response & delivery. Is the price also cheap??"
Men's Fashion,Kaos Kaki Motif Skate Oldschool Bebas Pilih Motif,Happy,"Crazy! Cheap price, okay quality"
Men's Fashion,Techdoo Kaos Kaki Ankle All Size 35-45 Kaoskaki Pendek KK01 - Putih,Happy,"comfortable to wear, soft too, cool. fits my long legs"
Men's Fashion,Techdoo Kaos Kaki Ankle All Size 35-45 Kaoskaki Pendek KK01 - Putih,Happy,"I was surprised when I arrived, it turned out that the material was good, the quality was good, even though the price was cheap, wow"
Men's Fashion,KAOS KAKI MUNDO -SOCK STATION-KAOS KAKI PRIA ANKLE SOCK - Hitam,Happy,"Can fit up to foot size 42. My husband likes it, not thick, not thin, comfortable, soft, Positive"
Men's Fashion,KAOS KAKI MUNDO -SOCK STATION-KAOS KAKI PRIA ANKLE SOCK - Hitam,Happy,"Great, exactly what I ordered. Packing neat. Fast packaging and delivery. Thank you seller."
Men's Fashion,KAOS KAKI MUNDO -SOCK STATION-KAOS KAKI PRIA ANKLE SOCK - Hitam,Happy,"neat packing, safe goods, good quality, quite fast delivery, appropriate price, original goods, thank you seller, top service and delivery... Positive job??"
Men's Fashion,kaos kaki tebal PDL Harpist tentara loreng army - brimob,Happy,"the goods are of the appropriate quality, the shop service is good and responsive"
Men's Fashion,kaos kaki tebal PDL Harpist tentara loreng army - brimob,Happy,The quality of the socks is good and thick.
Men's Fashion,Santic Cycling Socks Kaos Kaki Sepeda Bicycle Socks Outdoor - WM0P069 - White,Happy,"The seller is very responsive... the socks are really comfortable to wear, thank you"
Men's Fashion,Santic Cycling Socks Kaos Kaki Sepeda Bicycle Socks Outdoor - WM0P069 - White,Happy,"According to description & order. Soft material, comfortable to wear. According to price."
Men's Fashion,Santic Cycling Socks Kaos Kaki Sepeda Bicycle Socks Outdoor - WM0P069 - White,Happy,"Good material, a bit thick, doesn't loose quickly, smooth, breathable, long. Super fast delivery, very communicative seller. Hopefully the goods will last, satisfied shopping at this shop. thanks"
Women's Fashion,COMFEET - Kaos Kaki Mata Kaki / Ankle Socks Import Quality - White,Happy,"okay, this is it. the material is nice to use. The thickness and thickness are also perfect for me, not too thick, not too thin"
Women's Fashion,COMFEET - Kaos Kaki Mata Kaki / Ankle Socks Import Quality - White,Happy,Fast delivery. not bad stuff
