Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,Customer Review (English)
Precious Metal,Logam Mulia LM 3 Gr ANTAM (REINVENTED),Jakarta Utara,2935000,5,3105,900,5,"barangnya asli, adminnya responsif, rekomen deh buat beli LM disini pokoknya . next bisa beli lagi ksini, jadi aman ga perlu keluar rumah. pertahankan ya seller!",Positive,Love,"the goods are genuine, the admin is responsive, I really recommend buying LM here. Next time you can buy it here, so it's safe and you don't have to leave the house. keep it up, seller!"
Precious Metal,Minigold Black Series Logam Mulia Koin Emas Mini 24 Karat 0.025 gram,Kota Depok,39100,5,8389,621,5,"pertama transaksi, semoga berkah dan next order lagi ??",Positive,Love,"First transaction, good luck and next order again??"
Precious Metal,Logam Mulia LM 3 Gr ANTAM (REINVENTED),Jakarta Utara,2935000,5,3105,900,5,Penjual KUALITAS terbaik ini tanpa harus bertanya progres barang sudah langsung di kabari via chat kepada pembeli. Luar biasaaaaaaa Pertahankaannn,Positive,Love,This best QUALITY seller without having to ask about the progress of the goods is immediately informed via chat to the buyer. Defense is amazing
Property,Jasa Duplikat Kartu Akses Apartemen/ Hotel - Polos,Jakarta Selatan,80000,5,619,177,5,Sangat puas sdh berkali2 belanja disini pelayanannya ramah dan pengiriman super rapih dan cepat,Positive,Happy,"Very satisfied, I have shopped here many times, friendly service and super neat and fast delivery"
Property,Jasa Duplikat Kartu Akses Apartemen/ Hotel - Polos,Jakarta Selatan,80000,5,619,177,5,Kartu bekerja dengan baik begitupun sellernya yang sigap menjawab semua pertanyaan..,Positive,Happy,The card worked well and the seller was quick to answer all questions..
Property,Jasa Duplikat Kartu Akses Apartemen/ Hotel - Polos,Jakarta Selatan,80000,5,619,177,5,Istimewa...Akurat dan dicetak dengan sempurna,Positive,Happy,Special...Accurate and printed perfectly
Property,Jasa Duplikat Kartu Akses Apartemen/ Hotel - Polos,Jakarta Selatan,80000,5,619,177,5,Puas dan gercep banget seller nya. Pesan dua kartu dan dua duanya berfungsi dengan aman. Terima kasih.,Positive,Happy,Satisfied and very fast seller. Order two cards and both work safely. Thank You.
Property,Jasa Duplikat Kartu Akses Apartemen/ Hotel - Polos,Jakarta Selatan,80000,5,619,177,5,produk bisa dipakai dg baik. semoga awet. fast respon.,Positive,Happy,the product can be used well. hope it lasts. fast response.
Property,Jasa Duplikat Kartu Akses Apartemen/ Hotel - Polos,Jakarta Selatan,80000,5,619,177,5,"akses sukses digunakan, sangat mudah buat yang punya hp nfc bisa kirim SS dan kartu langsung dikirim",Positive,Happy,"Access was used successfully, very easy for those who have an NFC cellphone, you can send SS and the card will be sent straight away"
Property,Jasa Duplikat Kartu Akses Apartemen/ Hotel - Polos,Jakarta Selatan,80000,5,619,177,5,"puaasss selalu langganan disini bikin duplikat akses ku , proses cepat , eh ada bonus nya juga ya , terima kasih kak ??",Positive,Happy,"Satisfied, always subscribe here to make a duplicate of my access, the process is fast, there's a bonus too, thank you sis?"
Property,Jasa Duplikat Kartu Akses Apartemen/ Hotel - Polos,Jakarta Selatan,80000,5,619,177,5,Pelayanan sangat memuaskan,Positive,Happy,Very satisfying service
Property,Jasa Duplikat Kartu Akses Apartemen/ Hotel - Polos,Jakarta Selatan,80000,5,619,177,5,"Tidak pernah mengecewakan, hasil terbaik. Untuk ngirim kartu selembar aja pake kotak tebal. Terima kasih, sukses selalu.",Positive,Happy,"Never disappoints, best results. To send a single card, just use a thick box. Thank you, always success."
Property,Jasa Duplikat Kartu Akses Apartemen/ Hotel - Polos,Jakarta Selatan,80000,5,619,177,5,"Fast response, produk juga dikirim balik oke banget ????",Positive,Happy,"Fast response, the product was also sent back, really okay????"
Property,Jasa Duplikat Kartu Akses Apartemen/ Hotel - Polos,Jakarta Selatan,80000,5,619,177,5,selalu puas...mantab,Positive,Happy,always satisfied...great
Property,Jasa Duplikat Kartu Akses Apartemen/ Hotel - Polos,Jakarta Selatan,80000,5,619,177,5,ok guys mantap berfungsi dengan baik,Positive,Happy,"ok guys great, it works fine"
Property,Jasa Duplikat Kartu Akses Apartemen/ Hotel - Polos,Jakarta Selatan,80000,5,619,177,5,"seller helpful banget, barang sudah diterima dengan baik dan sudah di tes ????",Positive,Happy,"The seller is very helpful, the goods have been received well and have been tested ????"
Property,Panen telur - Oxihom Baskom Saringan Tirisan K1903 - Cokelat,Kota Depok,12900,5,532,253,5,bagus..... berfungsi dengan bagus..... mantap.,Positive,Happy,good..... works well..... great.
Property,Panen telur - Oxihom Baskom Saringan Tirisan K1903 - Cokelat,Kota Depok,12900,5,532,253,5,"bahannya bagus,bentuknya lucu .",Positive,Happy,"The material is good, the shape is cute."
Property,Panen telur - Oxihom Baskom Saringan Tirisan K1903 - Cokelat,Kota Depok,12900,5,532,253,5,"model dan warnanya manis,kwalitas bahannya bagus...",Positive,Happy,"The model and color are cute, the quality of the material is good..."
Property,Panen telur - Oxihom Baskom Saringan Tirisan K1903 - Cokelat,Kota Depok,12900,5,532,253,5,kualitas luar biasa,Positive,Happy,amazing quality
Property,Panen telur - Oxihom Baskom Saringan Tirisan K1903 - Cokelat,Kota Depok,12900,5,532,253,5,barang bagus. pengirim cepat. s3moga bermanfaat,Positive,Happy,good stuff. fast sender. hope it's useful
Property,Panen telur - Oxihom Baskom Saringan Tirisan K1903 - Cokelat,Kota Depok,12900,5,532,253,5,"packingan aman dan rapi..barangnya bagus..makasi oxihom,tokopedia dan j&t express..",Positive,Happy,"the packaging is safe and neat..the goods are good..thanks oxihom,tokopedia and j&t express.."
Property,Panen telur - Oxihom Baskom Saringan Tirisan K1903 - Cokelat,Kota Depok,12900,5,532,253,5,"barang lucu dan unik, pengiriman barang jg cepat.",Positive,Happy,"cute and unique items, fast delivery too."
Property,Jasa Duplikat Kartu Akses Apartemen/ Hotel - Polos,Jakarta Selatan,80000,5,619,177,5,Udah yang ketiga kali buat disini best banget asli cepat gak ada obattt!!!!???????????????????,Positive,Love,"This is the third time I've made it here, really good, really fast, no medicine!!!!???????????????????"
Property,fajar berlian ungu - Ungu,Kab. Kediri,8400,5,1550,198,5,mantab pakcing super rapi dan aman...jos lah om...????????,Positive,Love,"great, super neat and safe packaging... that's fine uncle...????????"
Property,Panen telur - Oxihom Baskom Saringan Tirisan K1903 - Cokelat,Kota Depok,12900,5,532,253,5,"relapict sekali,,,suka pokoknya??",Positive,Love,Very relapict... do you really like it??
Property,Jasa Duplikat Kartu Akses Apartemen/ Hotel - Polos,Jakarta Selatan,80000,5,622,177,5,order yang ketiga. gercep. barang oke. pelayanan juga oke,Positive,Love,third order. fast. item okay. service is also okay
Property,fajar berlian ungu - Ungu,Kab. Kediri,8400,5,1550,198,5,"mantap bgt.....aroma rasa bkn sekedar isu...mantul dn mempesona,rasa pas di lidah dn irit d kantong,makasih gan.",Positive,Love,"Very good... the aroma is not just an issue... it's nice and charming, the taste is right on the tongue and economical for the pocket, thanks bro."
Property,fajar berlian ungu - Ungu,Kab. Kediri,8400,5,1550,198,5,Muaanntttaaappp.. Seperti syamsul..,Positive,Love,Muaanntttaaappp.. Like Syamsul..
Property,cover body mobil Ertiga xenia avanza,Kab. Tulungagung,299900,4.4,326,213,5,Sipppppppppppppppppppppppppp,Positive,Love,Sipppppppppppppppppppppppppppp
Property,cover body mobil Ertiga xenia avanza,Kab. Tulungagung,299900,4.4,326,213,5,"jahitan rapi, ukuran dan warna sesuai dgn foto, recomended..",Positive,Love,"Neat stitching, size and color match the photo, recommended..."
Property,cover body mobil Ertiga xenia avanza,Kab. Tulungagung,299900,4.4,326,213,5,mantaapppppppppplpll gannnnnnnnnn,Positive,Love,mantaapppppppppplpll gannnnnnnnnn
Property,cover body mobil Ertiga xenia avanza,Kab. Tulungagung,299900,4.4,326,213,5,makasihhhhhhhhhhhhhhhhhhhhhhhhhh,Positive,Love,thank youhhhhhhhhhhhhhhhhhhhhhhhh
Property,cover body mobil Ertiga xenia avanza,Kab. Tulungagung,299900,4.4,326,213,5,Semuanya Manatttaapp gan Semoga sukses agan,Positive,Love,Everything Manattaapp bro. Good luck bro
Property,cover body mobil Ertiga xenia avanza,Kab. Tulungagung,299900,4.4,326,213,5,mksshhh pelangganku syuukkkaaaa,Positive,Love,"thanks, my customers are syuukkkaaaa"
Property,cover body mobil Ertiga xenia avanza,Kab. Tulungagung,299900,4.4,326,213,5,bagusssssss sekalaaaaaaaaaaaaa uuhuy.,Positive,Love,it's soooooooooooooooooooooooooooooooooooooooooooooo good.
Property,cover body mobil Ertiga xenia avanza,Kab. Tulungagung,299900,4.4,326,213,5,Sudah diterima dan sesuai. Baguussssss,Positive,Love,It has been accepted and is appropriate. Goodsssss
Property,cover body mobil Ertiga xenia avanza,Kab. Tulungagung,299900,4.4,326,213,5,baaaaaaggggggggguuuuuuuuuuuuuuussssssssssssssssss,Positive,Love,baaaaaaggggggggggguuuuuuuuuuuuuussssssssssssssss
Property,cover body mobil Ertiga xenia avanza,Kab. Tulungagung,299900,4.4,326,213,5,tooooopppp markotoooooppppppp......,Positive,Love,tooooopppp markotoooooppppppp......
Property,BELI 3 POHON BONUS 2 POHON platycerium ridleyi,Kota Palangkaraya,37500,4.9,429,87,5,"pohonnya masih segar, bonusnya juga banyak. makasih ya. udah 2x beli di sini.",Positive,Love,"the tree is still fresh, there are also many bonuses. Thank you. I've bought here twice."
Property,BELI 3 POHON BONUS 2 POHON platycerium ridleyi,Kota Palangkaraya,37500,4.9,429,87,5,keren. barang kirimannya seger2.,Positive,Love,Cool. the goods delivered are fresh.
Property,plang nama jalan full reflective - 30 x 15,Jakarta Timur,40000,4.9,74,19,5,"paten, mantab, rapi, high quality. fast respon, rekomen bingit.",Positive,Love,"patent, steady, neat, high quality. fast response, highly recommended."
Property,BEAN BAG MURAH TRIANGLE BEANBAG LESEHAN KURSI SOFA TERMASUK ISI,Kab. Tangerang,188000,4.9,143,69,5,mantaaff...,Positive,Love,Mantaaff...
Tour and Travel,South Korea Simcard korea selatan sim card kartu data internet Seoul,Kota Tangerang Selatan,169000,4.9,1491,305,5,"Memuaskan banget.pembelian ke2 ke korea, beli pertama ke vietnam...selalu puas,lgs konek bgt nyampe tempat tujuan...",Positive,Happy,"Very satisfying. 2nd purchase to Korea, first purchase to Vietnam... always satisfied, immediately connected and arrived at the destination..."
Tour and Travel,South Korea Simcard korea selatan sim card kartu data internet Seoul,Kota Tangerang Selatan,169000,4.9,1491,305,5,Puaass belanja di seller ini,Positive,Happy,Satisfied shopping with this seller
Tour and Travel,South Korea Simcard korea selatan sim card kartu data internet Seoul,Kota Tangerang Selatan,169000,4.9,1491,305,5,"Wowww... Thanks banget untuk kartunya, sangat amat menolong sekali buat backpackeran dikorea",Positive,Happy,"Wowwww... Thanks so much for the card, it's really very helpful for backpackers in Korea"
Tour and Travel,South Korea Simcard korea selatan sim card kartu data internet Seoul,Kota Tangerang Selatan,169000,4.9,1491,305,5,Mantabh surantab.. customer service nya very very reliable.. kartu nya dahsyat signal tetep seteroooong dibawa ke pelosok korea.. makasih yah kak,Positive,Happy,"Mantabh surantab.. the customer service is very very reliable.. the card has a great signal, the signal remains even when carried to remote parts of Korea.. thanks sis"
Tour and Travel,South Korea Simcard korea selatan sim card kartu data internet Seoul,Kota Tangerang Selatan,169000,4.9,1491,305,5,"Proses cepat, kartu sim card dapat digunakan di pulau jeju dengan lancar tanpa ada halangan, makasih kenikura ??",Positive,Happy,"Fast process, sim card can be used on Jeju Island smoothly without any obstacles, thanks kenikura ??"
Tour and Travel,South Korea Simcard korea selatan sim card kartu data internet Seoul,Kota Tangerang Selatan,169000,4.9,1491,305,5,"Harga murah, respon penjual cepat dan ramah. Makin sukses ya.. trims",Positive,Happy,"Cheap prices, fast and friendly seller response. More success huh... thanks"
Tour and Travel,South Korea Simcard korea selatan sim card kartu data internet Seoul,Kota Tangerang Selatan,169000,4.9,1491,305,5,"SIM card ok, mudah dipasang dan mudah langsung di gunakan",Positive,Happy,"SIM card is ok, easy to install and easy to use straight away"
Tour and Travel,South Korea Simcard korea selatan sim card kartu data internet Seoul,Kota Tangerang Selatan,169000,4.9,1491,305,5,Response selalu cepat. Barang sampai cepat. Tidak pernah masalah. Kartu langsung aktif,Positive,Happy,Response is always fast. Items arrived quickly. Never a problem. The card is immediately active
Tour and Travel,South Korea Simcard korea selatan sim card kartu data internet Seoul,Kota Tangerang Selatan,169000,4.9,1491,305,5,Berfungsi dengan baik di korea,Positive,Happy,Works fine in korea
Tour and Travel,South Korea Simcard korea selatan sim card kartu data internet Seoul,Kota Tangerang Selatan,169000,4.9,1491,305,5,"sangat cepat responnya, sangat banyak membantu. terimakasih banyak",Positive,Happy,"Very fast response, very helpful. Thank you very much"
Tour and Travel,South Korea Simcard korea selatan sim card kartu data internet Seoul,Kota Tangerang Selatan,169000,4.9,1491,305,5,"CS ramah dan fast response, produk baik dan lancar digunakan di korea",Positive,Happy,"Friendly CS and fast response, good product and easy to use in Korea"
Tour and Travel,South Korea Simcard korea selatan sim card kartu data internet Seoul,Kota Tangerang Selatan,169000,4.9,1491,305,5,Puas.. kartu bisa lngsung dipake di korea. Tanpa masalah..,Positive,Happy,Satisfied... the card can be used immediately in Korea. Without problems..
Tour and Travel,South Korea Simcard korea selatan sim card kartu data internet Seoul,Kota Tangerang Selatan,169000,4.9,1491,305,5,Produk berjalan dengan lancar dna sangat membantu bila bepergian keluar negeri,Positive,Happy,The product runs smoothly and is very helpful when traveling abroad
Tour and Travel,South Korea Simcard korea selatan sim card kartu data internet Seoul,Kota Tangerang Selatan,169000,4.9,1491,305,5,"Respons penjual sangat baik, pengiriman sangat cepat.",Positive,Happy,"Seller response is very good, delivery is very fast."
Tour and Travel,Sim Card Eropa 30 Hari | Europe Simcard 30 Days Include Swiss - 8GB,Jakarta Pusat,199000,4.9,3283,548,5,best value for money buat keliling eropa 3 minggu ongkosnya cuma segini.,Positive,Happy,"best value for money for traveling around Europe for 3 weeks, the cost is only this much."
Tour and Travel,Sim Card Eropa 30 Hari | Europe Simcard 30 Days Include Swiss - 8GB,Jakarta Pusat,199000,4.9,3283,548,5,mantap ini penjualnya fast response dan ramah sekali,Positive,Happy,"This seller is great, the seller responds quickly and is very friendly"
Tour and Travel,Sim Card Eropa 30 Hari | Europe Simcard 30 Days Include Swiss - 8GB,Jakarta Pusat,199000,4.9,3283,548,5,sangat berguna. bermanfaat dan lancar digunakan di Swiss,Positive,Happy,very useful. useful and smooth to use in Switzerland
Tour and Travel,DUFAN (Dunia Fantasi) - REGULER WDAY,Kota Tangerang Selatan,255000,5,322,82,5,"puas banget, admin ngejelasin detail bgt. trus pas dipake gak ada kendala sama sekali, pokonya top banget deh",Positive,Happy,"Very satisfied, the admin explained in great detail. then when I used it there were no problems at all, it's really top notch"
Tour and Travel,Sim Card Eropa 30 Hari | Europe Simcard 30 Days Include Swiss - 8GB,Jakarta Pusat,199000,4.9,3283,548,5,Produk sesuai deskripsi penjual. Penjual komunikatif dan cekatan. Semoga tidak ada kendala saat pemakaian. Thanks seller!,Positive,Happy,The product matches the seller's description. Communicative and deft seller. Hopefully there will be no problems when using it. Thanks seller!
Tour and Travel,Pullman Ciawi Vimala Hills Resort and Spa Hotel,Jakarta Utara,1270000,5,121,46,5,"Great service, pelayanannya super cepat dan memuaskan semua yg saya tanyakan dijelaskan dengan sabar dan jelas",Positive,Happy,"Great service, super fast and satisfying service, everything I asked was explained patiently and clearly"
Tour and Travel,Royal Tulip Gunung Geulis Resort and Golf,Jakarta Utara,1295000,5,200,179,5,"Harganya ok banget + dpt cashback lagi! Very fast response, ga ada kendala check in. Mantap!",Positive,Happy,"The price is really good + you can get cashback again! Very fast response, no problems checking in. Excellent!"
Tour and Travel,7 days ordinary dewasa Japan Rail JR Pass Shinkansen Jepang adult,Kota Tangerang Selatan,4439000,5,3014,547,5,"Bagus, pelayanan cepat tanggap, sopan dan sangat jelas",Positive,Happy,"Good, responsive, polite and very clear service"
Tour and Travel,8 days ordinary dewasa Japan Rail JR Pass Shinkansen Jepang adult,Kota Tangerang Selatan,4439000,5,3014,547,5,Terima kasih atas pelayanannya yg memuaskan. Sukses selalu,Positive,Happy,Thank you for your satisfactory service. Good luck for the future
Tour and Travel,9 days ordinary dewasa Japan Rail JR Pass Shinkansen Jepang adult,Kota Tangerang Selatan,4439000,5,3014,547,5,"Seller ramah n reapon cepat, packing rapi, thanks seller..",Positive,Happy,"Friendly seller, fast response, neat packing, thanks seller..."
Tour and Travel,10 days ordinary dewasa Japan Rail JR Pass Shinkansen Jepang adult,Kota Tangerang Selatan,4439000,5,3014,547,5,Packing cepat respond cepat,Positive,Happy,"Fast packaging, fast response"
Tour and Travel,11 days ordinary dewasa Japan Rail JR Pass Shinkansen Jepang adult,Kota Tangerang Selatan,4439000,5,3014,547,5,Tidak ada kendala saat penukaran di jepang. Trm ksh,Positive,Happy,There are no problems when exchanging in Japan. Thank you
Tour and Travel,12 days ordinary dewasa Japan Rail JR Pass Shinkansen Jepang adult,Kota Tangerang Selatan,4439000,5,3014,547,5,Pengiriman cepar. Barang bagussss.,Positive,Happy,Fast delivery. Good stuff.
Tour and Travel,13 days ordinary dewasa Japan Rail JR Pass Shinkansen Jepang adult,Kota Tangerang Selatan,4439000,5,3014,547,5,"good seller, ramah dan proses cepat",Positive,Happy,"good seller, friendly and fast process"
Tour and Travel,14 days ordinary dewasa Japan Rail JR Pass Shinkansen Jepang adult,Kota Tangerang Selatan,4439000,5,3014,547,5,"Barang sesuai pesanan, proses cepat, thanks seller..",Positive,Happy,"Item as ordered, fast processing, thanks seller.."
Tour and Travel,15 days ordinary dewasa Japan Rail JR Pass Shinkansen Jepang adult,Kota Tangerang Selatan,4439000,5,3014,547,5,Harga terjangkau di bandingkan jrpass di tempat lain. Penukaran nya juga tanpa masalah. Next time pasti order kesini lagi.,Positive,Happy,Affordable prices compared to JRPass in other places. The exchange is also without problems. Next time I will definitely order here again.
Tour and Travel,16 days ordinary dewasa Japan Rail JR Pass Shinkansen Jepang adult,Kota Tangerang Selatan,4439000,5,3014,547,5,"Produk baik sesuai deskripsi, cs juga sangat responsive dan helpful. Thank you :)",Positive,Happy,"Good product according to the description, CS is also very responsive and helpful. Thank you :)"
Tour and Travel,17 days ordinary dewasa Japan Rail JR Pass Shinkansen Jepang adult,Kota Tangerang Selatan,4439000,5,3014,547,5,Produk sesuai deskripsi. Good communication. Fast response.,Positive,Happy,Product according to description. Good communication. Fast response.
Tour and Travel,18 days ordinary dewasa Japan Rail JR Pass Shinkansen Jepang adult,Kota Tangerang Selatan,4439000,5,3014,547,5,"Respon cepat, barang dpt digunakan dengan baik",Positive,Happy,"Fast response, items can be used well"
Tour and Travel,19 days ordinary dewasa Japan Rail JR Pass Shinkansen Jepang adult,Kota Tangerang Selatan,4439000,5,3014,547,5,"Terima kasih atas pelayanan nya, sangat memuaskan.",Positive,Happy,"Thank you for your service, very satisfying."
Tour and Travel,20 days ordinary dewasa Japan Rail JR Pass Shinkansen Jepang adult,Kota Tangerang Selatan,4439000,5,3014,547,5,Tepat waktu dan sesuai pesanan,Positive,Happy,On time and as ordered
Tour and Travel,21 days ordinary dewasa Japan Rail JR Pass Shinkansen Jepang adult,Kota Tangerang Selatan,4439000,5,3014,547,5,"Murah, simpel, sampai sana tinggal tukar",Positive,Happy,"Cheap, simple, until there just swap"
Tour and Travel,Royal Tulip Gunung Geulis Resort and Golf,Jakarta Utara,1295000,5,200,179,5,harga terbaik.. ada cashback.. adminnya cepat responnya. makasih banyak,Positive,Happy,best price.. there is cashback.. the admin responds quickly. Thanks a lot
Tour and Travel,Royal Tulip Gunung Geulis Resort and Golf,Jakarta Utara,1295000,5,200,179,5,"puas ama pelayanannya, ngeladenin pertanyaan2 ama request an di penuhi smua ama pihak hotelnya, best view pula ngadep ke zen deck nya",Positive,Happy,"satisfied with the service, all questions and requests were fulfilled by the hotel, best view and overlooking the zen deck"
Tour and Travel,Royal Tulip Gunung Geulis Resort and Golf,Jakarta Utara,1295000,5,200,179,5,Pelayanan cepat dan memuaskan,Positive,Happy,Fast and satisfying service
Tour and Travel,Royal Tulip Gunung Geulis Resort and Golf,Jakarta Utara,1295000,5,200,179,5,Terima kasih sudah dibookingkan di sini. Pengalamannya baik semua. Lancar dan dapat kamar bagus.,Positive,Happy,Thank you for booking here. The experience is all good. Smooth and got a nice room.
Tour and Travel,Pullman Ciawi Vimala Hills Resort and Spa Hotel,Jakarta Utara,1270000,5,121,46,5,"Highly Recommend Seller, sangat ramah dan komunikatif dalam memberikan konsultasi serta sabar dalam menjelaskan detail pertanyaan. Proses ordering hingga terbit Vouchernya sangat cepat. Good Job ????????",Positive,Love,"Highly Recommend Seller, very friendly and communicative in providing consultations and patient in explaining detailed questions. The ordering process until the voucher is issued is very fast. Good Job ????????"
Tour and Travel,Pullman Ciawi Vimala Hills Resort and Spa Hotel,Jakarta Utara,1270000,5,121,46,5,mantap...sangat agresif..proses cepat...recommended,Positive,Love,great...very aggressive..fast process...recommended
Tour and Travel,Pullman Ciawi Vimala Hills Resort and Spa Hotel,Jakarta Utara,1270000,5,121,46,5,mantap!..jgn ragu2..langsung saja booking....recommended!..,Positive,Love,great!..don't hesitate..just book straight away....recommended!..
Tour and Travel,Pullman Ciawi Vimala Hills Resort and Spa Hotel,Jakarta Utara,1270000,5,121,46,5,mantap..kinerjannya cepat..sangat responsif...recommended !..,Positive,Love,great..performance is fast..very responsive...recommended!..
Tour and Travel,Pullman Ciawi Vimala Hills Resort and Spa Hotel,Jakarta Utara,1270000,5,121,46,5,order ke dua dan mantab,Positive,Love,Second order and it's great
Tour and Travel,Pullman Ciawi Vimala Hills Resort and Spa Hotel,Jakarta Utara,1270000,5,121,46,5,Mantap Banget. Best price dan pelayanan sangat responsif. Thumbs up!,Positive,Love,Really great. Best price and very responsive service. Thumbs up!
Tour and Travel,DUFAN (Dunia Fantasi) - REGULER WDAY,Kota Tangerang Selatan,255000,5,322,82,5,"faaaassst respon bangeeettt, seller bener2 ngabantuin.. puaaaaaasssss... makasih ya... recommended bangeeett...",Positive,Love,"faaaassst great response, seller really helps... really... thank you... really recommended..."
Tour and Travel,DUFAN (Dunia Fantasi) - REGULER WDAY,Kota Tangerang Selatan,255000,5,322,82,5,Recomended seller. Dibimbing sampai dapat tiket & ecardnya. Masuk ancol & dufan tadi lancar. Terima kasih banyak.,Positive,Love,Recommended seller. Guided until you get the ticket & ecard. Entering Ancol & Dufan was smooth. Thank you very much.
Tour and Travel,DUFAN (Dunia Fantasi) - REGULER WDAY,Kota Tangerang Selatan,255000,5,322,82,5,sukaaa bangett kakanya ramahh bgt dan responsif jugaaaa!!!! thank uuu,Positive,Love,"I really like it, he is very friendly and responsive too!!!! thank uuu"
Tour and Travel,DUFAN (Dunia Fantasi) - REGULER WDAY,Kota Tangerang Selatan,255000,5,322,82,5,makasiii bgtttt aku sukakkkk,Positive,Love,"thanks a lot, I like it"
Tour and Travel,Royal Tulip Gunung Geulis Resort and Golf,Jakarta Utara,1295000,5,200,179,5,"Fast respon, next bakal order lagi disini thank you",Positive,Love,"Fast response, next time I will order again, thank you"
Tour and Travel,Sim Card Eropa 30 Hari | Europe Simcard 30 Days Include Swiss - 8GB,Jakarta Pusat,199000,4.9,3283,548,5,"barang berfungsi dengan baik, rekomended",Positive,Love,"Item works well, recommended"
Tour and Travel,Sim Card Eropa 30 Hari | Europe Simcard 30 Days Include Swiss - 8GB,Jakarta Pusat,199000,4.9,3283,548,5,Pesanan cpt diproses dan sy sdg pakai simcard nya di Eropa. Signal bagus. Recommend bgt.,Positive,Love,The order was processed quickly and I'm currently using a SIM card in Europe. Good signal. Highly recommend.
Tour and Travel,Sim Card Eropa 30 Hari | Europe Simcard 30 Days Include Swiss - 8GB,Jakarta Pusat,199000,4.9,3283,548,5,"pelayanan nya TOP , after sales service bagus ????????",Positive,Love,"the service is TOP, after sales service is good ????????"
Tour and Travel,Sim Card Eropa 30 Hari | Europe Simcard 30 Days Include Swiss - 8GB,Jakarta Pusat,199000,4.9,3283,548,5,super bintang 5 buat store ini .. bahkan libur barang dikirim sangat recommended,Positive,Love,Super 5 stars for this store...even during holidays the goods are sent highly recommended
Tour and Travel,South Korea Simcard korea selatan sim card kartu data internet Seoul,Kota Tangerang Selatan,169000,4.9,1491,305,5,Fast respon Recommended seller,Positive,Love,Fast response. Recommended seller
Tour and Travel,South Korea Simcard korea selatan sim card kartu data internet Seoul,Kota Tangerang Selatan,169000,4.9,1491,305,5,"Fast respond, sellernya ramah packing rapi pengiriman cepat... Recommended",Positive,Love,"Fast response, friendly seller, neat packaging, fast delivery... Recommended"
Tour and Travel,South Korea Simcard korea selatan sim card kartu data internet Seoul,Kota Tangerang Selatan,169000,4.9,1491,305,5,"Kerennnn, sampai Di Korea, hp on, data on, roaming on, gak perlu setting.. Langsung bs digunakan?????? Order cpt, produk OK.. Recommended seller??????",Positive,Love,"Cool, arrived in Korea, cell phone on, data on, roaming on, no need to set it up... You can use it straight away?????? Order quickly, product OK.. Recommended seller??????"
Tour and Travel,South Korea Simcard korea selatan sim card kartu data internet Seoul,Kota Tangerang Selatan,169000,4.9,1491,305,5,"Selalu langganan beli simcard dan JR Pass di sini. Servicenya oke banget, chat WA responsif dan pengiriman cepat sekali ketika sy minta urgent. Puas banget dan akan tetap jadi langganan. Terima kasih!",Positive,Love,"Always subscribe to buy sim cards and JR Passes here. The service is really good, WA chat is responsive and delivery is very fast when I ask for something urgent. Very satisfied and will continue to be a customer. Thank You!"
Tour and Travel,South Korea Simcard korea selatan sim card kartu data internet Seoul,Kota Tangerang Selatan,169000,4.9,1491,305,5,"ke 4x beli simcard disini, response sangat cepat dari penjual. Terima Kasih",Positive,Love,"4th time buying a sim card here, very fast response from the seller. Thank You"
Tour and Travel,Royal Tulip Gunung Geulis Resort and Golf,Jakarta Utara,1295000,5,200,179,5,"Best bgt sih ini, fast respon, best price, prosesnya cepet bgt, satu lagi helpfull dibantuin ganti tgl karena di tgl pas booking mendadak ada halangan kirain bakal hangus tiketnya gak taunya dibantu proses reschedulenya pokoknya best bgt bakal jadi langganan",Positive,Love,"This is really the best, fast response, best price, really fast process, one more helpful thing, help me change the date because on the date when I was booking suddenly there was an obstacle, I thought the ticket would be forfeited, I didn't know if I would help with the rescheduling process, it's really the best, I'll be a subscriber"
Tour and Travel,Royal Tulip Gunung Geulis Resort and Golf,Jakarta Utara,1295000,5,200,179,5,"Harga jauh lebih murah , fast response, ramah, dan sangat recommended. Pastinya akan order disini lagi. Pertahankan ya kak the best ????",Positive,Love,"Prices are much cheaper, fast response, friendly, and highly recommended. Will definitely order here again. Keep it up, sis, the best????"
Tour and Travel,Royal Tulip Gunung Geulis Resort and Golf,Jakarta Utara,1295000,5,200,179,5,"proses kirim vouchernya cpt. cm blm check in sih. semoga ga ada masalah sampai hari h. harganya ok banget dbanding agent sejenis dan sellernya responsif, suka jadinya",Positive,Love,"The process of sending vouchers is fast. I haven't checked in yet. Hopefully there won't be any problems until the day. the price is really ok compared to similar agents and the seller is responsive, I like it"
Tour and Travel,Royal Tulip Gunung Geulis Resort and Golf,Jakarta Utara,1295000,5,200,179,5,Mantapppppppppppp,Positive,Love,Greatpppppppppppp
Tour and Travel,Royal Tulip Gunung Geulis Resort and Golf,Jakarta Utara,1295000,5,200,179,5,"check in nya gampang bgt, cuma kasih liat aja invoice sama KTP next, mau lah order voucher lagi di sini makasih",Positive,Love,"Checking in is really easy, just give me a look at the invoice and KTP next, I want to order another voucher here, thanks"
Tour and Travel,Royal Tulip Gunung Geulis Resort and Golf,Jakarta Utara,1295000,5,200,179,5,Lancaaaaarr semuanya. Kamarnya bagus. Terimakasih banyak yaaaaa ????,Positive,Love,Go ahead everyone. The room is nice. Thank you very much huh????
